,id,externalchannelname,incidentdate,classificationid,createdatetime,priority,ciscaseid,crmcaseid,crmcasestatus,ciscasestatus,histclusterid,retiredate,externalchannelid,externalchannelincidentid,clusterid,month,municipalityid,submunicipalityid,coordinatex,coordinatey,numberofunits
579,6076251,Urbi,2024-05-05 03:00:00,NSPCL-71,2024-05-06 23:03:31,Low (0%-10%),,,Retired,Retired,8ad06992503a1f13_NSPCL-71,2024-05-26 19:09:03,009,12970652_NSPCL-71,fc423ce38da19569_NSPCL-71,5,008001,008001653,43.850807119,26.367281845,1
580,6076253,Urbi,2024-05-05 03:00:00,NSPCL-12,2024-05-06 23:03:31,,,,Retired,Retired,c38e7fdce074e75f_NSPCL-12,2024-05-08 10:48:01,009,12970709_NSPCL-12,3c177d9354e2c939_NSPCL-12,5,008001,008001653,43.859528816,26.375194856,1
581,6077276,Urbi,2024-05-05 03:00:00,NSPCL-92,2024-05-06 23:03:34,,,,Retired,Retired,a73f0b9f98df5c3d_NSPCL-92,2024-05-26 18:29:28,009,12708898_NSPCL-92,9de98df397efd36a_NSPCL-92,5,008001,008001537,43.888898733,26.419861186,1
582,6077284,Urbi,2024-05-05 03:00:00,NSPCL-92,2024-05-06 23:03:34,,,INC-24-05-075647,Closed,,fca7feb800fbe65a_NSPCL-92,2024-05-26 19:09:03,009,12827976_NSPCL-92,c4c5995bfb7aa47f_NSPCL-92,5,008001,008301,44.157138708,26.878416409,1
583,5623023,Urbi,2024-04-14 03:00:00,NSPCL-92,2024-04-14 23:00:29,Low (0%-10%),,INC-24-05-050851,Closed,,bab356230b34ae6a_NSPCL-92,2024-05-26 19:09:03,009,10913970_NSPCL-92,38a508e58de994a3_NSPCL-92,4,008001,008001293,43.993863533,26.290422933,1
584,5051272,Urbi,2024-04-02 03:00:00,NSPCL-92,2024-04-03 20:58:38,Low (0%-10%),,INC-24-05-061477,Closed,,27f221b8277786b6_NSPCL-72_NSPCL-92,2024-05-26 19:09:03,009,9601314_NSPCL-72,8d713fc311422ad8_NSPCL-72,4,008001,008708,43.25709705,26.439745481,1
585,5101377,Urbi,2024-04-02 03:00:00,NSPCL-71,2024-04-03 21:00:16,Low (0%-10%),,,Retired,Retired,ffa9ec0a08281d12_NSPCL-71,2024-05-07 13:23:25,009,9665257_NSPCL-71,47aea998a4be0376_NSPCL-71,4,008001,008001537,43.882384147,26.420948633,1
586,5107677,Urbi,2024-04-02 03:00:00,NSPCL-71,2024-04-03 21:00:28,Low (0%-10%),,,Retired,Retired,2803e9b9af98457c_NSPCL-71,2024-05-07 13:23:25,009,9665428_NSPCL-71,17b48df0ebf2c2d5_NSPCL-71,4,008001,008001537,43.88006825,26.417068637,1
587,5192267,Urbi,2024-04-02 03:00:00,NSPCL-71,2024-04-03 21:06:07,,,,Retired,Retired,69cf0ac4890cf85f_NSPCL-71,2024-04-08 13:33:09,009,9766845_NSPCL-71,c31bf9bc0b04d62e_NSPCL-71,4,008001,008001293,44.043239466,26.318540095,1
588,5033021,Urbi,2024-04-02 03:00:00,NSPCL-71,2024-04-03 20:58:02,,,,Retired,Retired,8292660738f42b26_NSPCL-71,2024-04-08 13:33:09,009,9766213_NSPCL-71,b17baca6e2185311_NSPCL-71,4,008001,008001293,44.045547919,26.316267455,1
589,5123544,Urbi,2024-04-02 03:00:00,NSPCL-71,2024-04-03 21:01:18,,,,Retired,Retired,0dface1b0e5df0b1_NSPCL-71,2024-04-08 13:33:09,009,9745586_NSPCL-71,78d4c7dfe28751a1_NSPCL-71,4,008001,008001293,44.053326449,26.321571938,1
590,5074287,Urbi,2024-04-02 03:00:00,NSPCL-71,2024-04-03 20:59:22,Low (0%-10%),,,Retired,Retired,0d011a7803ea659e_NSPCL-71,2024-05-07 13:23:25,009,9665066_NSPCL-71,43e7834e206d15cb_NSPCL-71,4,008001,008001537,43.877384423,26.427467393,1
591,5131993,Urbi,2024-04-02 03:00:00,NSPCL-29,2024-04-03 21:01:51,,,INC-24-05-062152,Closed,,f79b9ccd002465b5_NSPCL-29,2024-05-26 21:48:20,009,9765905_NSPCL-29,60b6685445313a47_NSPCL-29,4,008001,008001293,44.042926499,26.314802474,1
592,5395905,Urbi,2024-04-06 03:00:00,NSPCL-63,2024-04-07 18:59:04,,,INC-24-05-072396,Closed,,7e69655fd2eff01b_NSPCL-63,2024-06-07 17:06:28,009,10568129_NSPCL-63,fc2796f742d5175d_NSPCL-63,4,008001,008301,44.13074692,26.922480655,1
593,5291174,Urbi,2024-04-06 03:00:00,NSPCL-63,2024-04-07 18:54:25,,,,Retired,Retired,08f34ed1b6a02c85_NSPCL-63,2024-04-08 13:33:09,009,10514441_NSPCL-63,e1ae54acb469f54d_NSPCL-63,4,008001,008001068,43.974681717,26.370144367,1
594,5471220,Urbi,2024-04-04 03:00:00,NSPCL-71,2024-04-07 19:02:28,,,,Retired,Retired,3290ad31ed6123f8_NSPCL-71,2024-04-08 13:33:09,009,10347359_NSPCL-71,7fdcefd4749b46d8_NSPCL-71,4,008001,008001293,44.045441856,26.312309013,1
595,5462544,Urbi,2024-04-04 03:00:00,NSPCL-69,2024-04-07 19:02:06,Low (0%-10%),,,Retired,Retired,4c79819279d07e3a_NSPCL-69,2024-05-07 13:23:25,009,10311013_NSPCL-69,cfa25e047723f9be_NSPCL-69,4,008001,008202,43.648908178,26.135181146,1
596,5386794,Urbi,2024-04-04 03:00:00,NSPCL-71,2024-04-07 18:58:40,Low (0%-10%),,,Retired,Retired,131039a0c0a310f8_NSPCL-71,2024-05-26 19:09:03,009,10347297_NSPCL-71,98babbc409c4409a_NSPCL-71,4,008001,008001293,44.063160158,26.294196076,1
597,5394957,Urbi,2024-04-04 03:00:00,NSPCL-71,2024-04-07 18:59:01,Low (0%-10%),,,Retired,Retired,345448a4ce951a7e_NSPCL-71,2024-05-07 13:23:25,009,10346268_NSPCL-71,4545aecb96422134_NSPCL-71,4,008001,008203,44.202370485,25.880143515,1
598,5558812,Urbi,2024-04-04 03:00:00,NSPCL-10,2024-04-07 19:06:23,,,,Retired,Retired,68da3a421c5b1855_NSPCL-10,2024-04-08 13:33:09,009,10334520_NSPCL-10,cadacb986f7fa537_NSPCL-10,4,008001,008101,44.00648185,26.106146403,1
599,5302596,Urbi,2024-04-04 03:00:00,NSPCL-55,2024-04-07 18:54:57,,,,Retired,Retired,15b83ba9b6e9924e_NSPCL-55,2024-04-08 13:33:09,009,10343922_NSPCL-55,d3edc8581a3b5d0f_NSPCL-55,4,008001,008101,44.010055665,26.101698867,1
600,4928783,Urbi,2024-04-01 03:00:00,NSPCL-71,2024-04-03 20:54:43,Low (0%-10%),,,Retired,Retired,5a5188598df0cddb_NSPCL-71,2024-05-07 13:23:25,009,9408354_NSPCL-71,d002506dd098a152_NSPCL-71,4,008001,008303,43.525983233,26.066403667,1
601,5210547,Urbi,2024-04-01 03:00:00,NSPCL-92,2024-04-03 21:07:23,Low (0%-10%),,INC-24-05-062456,Closed,,42db356619375fa1_NSPCL-92,2024-05-26 19:09:03,009,9366805_NSPCL-92,2570d31b17cd7e8b_NSPCL-92,4,008001,008708,43.259050466,26.443760221,1
602,5191348,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 21:06:03,,,,Retired,Retired,da54dfd1cb38b33b_NSPCL-36,2024-05-07 13:09:14,009,9753529_NSPCL-36,,4,008001,008101,43.988498197,26.088128353,1
603,4885870,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:53:23,,,,Retired,Retired,becf23d40eb79d43_NSPCL-36,2024-05-07 13:09:14,009,9776360_NSPCL-36,,4,008001,008101,43.976095303,26.08669094,1
604,5191554,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 21:06:03,,,,Retired,Retired,9603474e024ebb17_NSPCL-36,2024-05-07 13:09:14,009,9748438_NSPCL-36,,4,008001,008101,43.978332258,26.063812783,1
605,4885656,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:53:23,,,,Retired,Retired,d5e5fe26c8aec9cc_NSPCL-36,2024-05-07 13:09:14,009,9776078_NSPCL-36,,4,008001,008101,43.98431468,26.089122907,1
606,4489386,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:40:43,,,,Retired,Retired,ec21c77313107c2d_NSPCL-36,2024-05-07 13:09:14,009,9748502_NSPCL-36,,4,008001,008101,43.973829083,26.065284333,1
607,4454757,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:39:41,,,,Retired,Retired,9e3f06837256af62_NSPCL-36,2024-05-07 13:09:14,009,9753223_NSPCL-36,,4,008001,008101,43.98324447,26.103345175,1
608,4885503,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:53:23,,,,Retired,Retired,293499b6854c935b_NSPCL-36,2024-05-07 13:09:14,009,9776024_NSPCL-36,,4,008001,008101,43.999536462,26.092525568,1
609,4694726,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:47:07,,,,Retired,Retired,f18ee722a04aa427_NSPCL-36,2024-05-07 13:09:14,009,9753076_NSPCL-36,,4,008001,008101,43.98412955,26.099838358,1
610,5154110,Urbi,2024-04-02 03:00:00,NSPCL-10,2024-04-03 21:03:27,,,,Retired,Retired,8d20603fe7114e41_NSPCL-10,2024-05-26 19:09:03,009,9756956_NSPCL-10,8d6d95ab86969f0c_NSPCL-10,4,008001,008101,43.981763733,26.07111756,1
611,4744825,Urbi,2024-04-02 03:00:00,NSPCL-69,2024-04-03 20:48:51,,,,Retired,Retired,899417b3767dbeee_NSPCL-69,2024-04-08 13:33:09,009,9627450_NSPCL-69,aa23cf70dc996334_NSPCL-69,4,008001,008706,44.303260324,25.556046399,1
612,4837640,Urbi,2024-04-02 03:00:00,NSPCL-71,2024-04-03 20:51:52,Low (0%-10%),,INC-24-04-209262,Closed,,7606b3d3fd6c9b73_NSPCL-71,2024-05-26 18:29:28,009,9670980_NSPCL-71,a6514acc2ebde83a_NSPCL-71,4,008001,008301,44.156861883,26.882187378,1
613,5247759,Urbi,2024-04-04 03:00:00,NSPCL-71,2024-04-07 18:52:35,,,,Retired,Retired,af63266c099806e9_NSPCL-71,2024-04-08 13:33:09,009,10287293_NSPCL-71,8399017538d2b264_NSPCL-71,4,008001,008603,42.1923882,25.8325364,1
614,5551910,Urbi,2024-04-04 03:00:00,NSPCL-11,2024-04-07 19:06:04,,,,Retired,Retired,ff975edbe139c509_NSPCL-11,2024-05-26 19:09:03,009,10119112_NSPCL-11,5736b2f076666cd8_NSPCL-11,4,008001,008001068,43.9528894,26.356447873,1
615,5372443,Urbi,2024-04-04 03:00:00,NSPCL-69,2024-04-07 18:58:02,,,,Retired,Retired,8542f4c217f071d8_NSPCL-69,2024-04-08 13:33:09,009,10310828_NSPCL-69,acc7955257157758_NSPCL-69,4,008001,008202,43.681522653,26.121746686,1
616,5537167,Urbi,2024-04-04 03:00:00,NSPCL-29,2024-04-07 19:05:22,,,INC-24-05-058261,Closed,,17fdefc8e343ea6c_NSPCL-29,2024-05-26 19:09:03,009,10322256_NSPCL-29,7722e651d325f97b_NSPCL-29,4,008001,008001293,44.050168098,26.32028996,1
617,5381943,Urbi,2024-04-04 03:00:00,NSPCL-29,2024-04-07 18:58:26,,,INC-24-05-061169,Closed,,bbea9c4fe1cedfd3_NSPCL-29,2024-05-26 19:09:03,009,10323041_NSPCL-29,a339474da293a26a_NSPCL-29,4,008001,008001293,44.051664535,26.315230913,1
618,5402743,Urbi,2024-04-04 03:00:00,NSPCL-8,2024-04-07 18:59:23,Low (0%-10%),,,Retired,Retired,d62546c6257cfe58_NSPCL-8,2024-05-07 13:23:25,009,10310834_NSPCL-8,b3c24e19c00c98c3_NSPCL-8,4,008001,008202,43.661324248,26.138811432,1
619,5266006,Urbi,2024-04-04 03:00:00,NSPCL-23,2024-04-07 18:53:20,Low (0%-10%),,INC-24-05-023971,Closed,,2ba617774d619340_NSPCL-23,2024-05-26 19:09:03,009,10346354_NSPCL-23,f37c8155216f822e_NSPCL-23,4,008001,008203,44.221511379,25.858726249,1
620,5430627,Urbi,2024-04-05 03:00:00,NSPCL-74,2024-04-07 19:00:41,,,,Retired,Retired,5ddf8b1d5e4c1e73_NSPCL-74,2024-05-07 13:09:14,009,10373917_NSPCL-74,e400f747c7b00df0_NSPCL-74,4,008001,008001068,43.948471832,26.400827527,1
621,5498486,Urbi,2024-04-05 03:00:00,NSPCL-63,2024-04-07 19:03:42,,,INC-24-05-156634,Closed,,820327edfeddf3f7_NSPCL-63,2024-05-26 18:29:28,009,10414609_NSPCL-63,75b459557009deec_NSPCL-63,4,008001,008601,43.844039396,26.299526042,1
622,5376283,Urbi,2024-04-05 03:00:00,NSPCL-71,2024-04-07 18:58:10,Low (0%-10%),,,Retired,Retired,4b26a48da241c6dd_NSPCL-71,2024-05-26 19:09:03,009,10427632_NSPCL-71,0237c6d72f5e0173_NSPCL-71,4,008001,008001562,44.057108092,26.369422793,1
623,4672094,Urbi,2024-04-01 03:00:00,NSPCL-71,2024-04-03 20:46:23,,,,Retired,Retired,995f6d28668b2a33_NSPCL-71,2024-04-08 13:33:09,009,9400416_NSPCL-71,5cec7eb448d43c08_NSPCL-71,4,008001,008001293,44.04223514,26.305537461,1
624,4841796,Urbi,2024-04-01 03:00:00,NSPCL-36,2024-04-03 20:52:00,,,,Retired,Retired,d73487732c0996b2_NSPCL-36,2024-05-07 13:09:14,009,9359708_NSPCL-36,,4,008001,008709,43.630302161,26.884282641,1
625,4945051,Urbi,2024-04-01 03:00:00,NSPCL-92,2024-04-03 20:55:15,,,,Retired,Retired,7bf7dcb9aa3e85ba_NSPCL-92,2024-04-08 13:33:09,009,9348092_NSPCL-92,eeeaf7612c849699_NSPCL-92,4,008001,008302,43.738488917,26.005210871,1
626,4546957,Urbi,2024-04-01 03:00:00,NSPCL-92,2024-04-03 20:42:28,,,,Retired,Retired,fd8c0d8112b316d9_NSPCL-92,2024-04-08 13:33:09,009,9347358_NSPCL-92,a209b84807fe9429_NSPCL-92,4,008001,008302,43.733747217,25.985428284,1
627,4837839,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:51:52,,,,Retired,Retired,1a7d42b1ff5bf619_NSPCL-36,2024-05-07 13:09:14,009,9666140_NSPCL-36,,4,008001,008001537,43.8864187,26.418061383,1
628,4838884,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:51:54,,,,Retired,Retired,dd6e055a65f6f8ca_NSPCL-36,2024-05-07 13:09:14,009,9666270_NSPCL-36,,4,008001,008001537,43.876334958,26.42441791,1
629,5213240,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 21:07:36,,,,Retired,Retired,a004df92e0666c00_NSPCL-36,2024-05-07 13:09:14,009,9767152_NSPCL-36,,4,008001,008001293,44.047170476,26.316274721,1
630,5131698,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 21:01:51,,,,Retired,Retired,16bf38f06ef43a90_NSPCL-36,2024-05-07 13:09:14,009,9744594_NSPCL-36,,4,008001,008001293,44.05089399,26.311134928,1
631,5102930,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 21:00:19,,,,Retired,Retired,7713f098b1b338fe_NSPCL-36,2024-05-07 13:09:14,009,9665454_NSPCL-36,,4,008001,008001537,43.88081415,26.422452383,1
632,4872332,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:52:57,,,,Retired,Retired,625b80a137dc0a78_NSPCL-36,2024-05-07 13:09:14,009,9454624_NSPCL-36,,4,008001,008001653,43.864297175,26.390927863,1
633,4947402,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:55:21,,,,Retired,Retired,7509b810bf6aa877_NSPCL-36,2024-05-07 13:09:14,009,9455654_NSPCL-36,,4,008001,008001653,43.864208767,26.385798867,1
634,4932121,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:54:51,,,,Retired,Retired,e9144c2074d3b375_NSPCL-36,2024-05-07 13:09:14,009,9527046_NSPCL-36,,4,008001,008001653,43.854343973,26.38740664,1
635,5051677,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:58:38,,,,Retired,Retired,7f2bd357f61348df_NSPCL-36,2024-05-07 13:09:14,009,9679893_NSPCL-36,,4,008001,008001653,43.85439761,26.400398767,1
636,4997551,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 20:56:56,,,,Retired,Retired,b7de7a92f449cb7a_NSPCL-36,2024-05-07 13:09:14,009,9455320_NSPCL-36,,4,008001,008001653,43.867078827,26.388926573,1
637,5163574,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 21:04:04,,,,Retired,Retired,809bb5ff67e4c46c_NSPCL-36,2024-05-07 13:09:14,009,9664773_NSPCL-36,,4,008001,008001537,43.877373967,26.420561033,1
638,5164270,Urbi,2024-04-02 03:00:00,NSPCL-36,2024-04-03 21:04:09,,,,Retired,Retired,61cc13c98afdcf93_NSPCL-36,2024-05-07 13:09:14,009,9674127_NSPCL-36,,4,008001,008201,43.504844526,25.87364093,1
639,5875552,Urbi,2024-05-02 03:00:00,NSPCL-51,2024-05-02 23:02:15,,,,Retired,Retired,a5ba423af9219a07_NSPCL-51,2024-05-26 19:09:03,009,12039663_NSPCL-51,26c3ad49f85a5783_NSPCL-51,5,008001,008201,43.524727319,25.878440782,1
640,5266013,Urbi,2024-04-04 03:00:00,NSPCL-11,2024-04-07 18:53:20,,,,Retired,Retired,4275f27a58b14ec1_NSPCL-11,2024-05-26 19:09:03,009,10346476_NSPCL-11,a41d4dbc28ed719a_NSPCL-11,4,008001,008203,44.211439197,25.87060156,1
641,5451054,Urbi,2024-04-04 03:00:00,NSPCL-10,2024-04-07 19:01:33,,,,Retired,Retired,b526e61081f790c6_NSPCL-10,2024-05-26 19:09:03,009,10346634_NSPCL-10,0bf507dc67033b60_NSPCL-10,4,008001,008203,44.231384768,25.847645858,1
642,6034849,Urbi,2024-05-05 03:00:00,NSPCL-53,2024-05-05 23:07:57,Low (0%-10%),,,Retired,Retired,60e9a1b847b41779_NSPCL-53,2024-05-26 19:09:03,009,12745699_NSPCL-53,3f7d074c027a04f5_NSPCL-53,5,008001,008203,44.224300491,25.857515669,1
643,6040448,Urbi,2024-05-05 03:00:00,NSPCL-69,2024-05-05 23:08:22,Low (0%-10%),,,Retired,Retired,36af43758f18d449_NSPCL-69,2024-05-26 19:09:03,009,12745734_NSPCL-69,733b306e5e8731c6_NSPCL-69,5,008001,008203,44.224814159,25.858653058,1
644,6154905,Urbi,2024-05-06 03:00:00,NSPCL-71,2024-05-07 23:05:39,Low (0%-10%),,INC-24-05-152045,Closed,,9b07854bedc28b01_NSPCL-71,,009,13091961_NSPCL-71,b0f923b832247908_NSPCL-71,5,008001,008601,43.86634108,26.303776356,1
645,6156629,Urbi,2024-05-07 03:00:00,NSPCL-92,2024-05-07 23:05:46,,,INC-24-05-277978,Closed,,8a04ab2a596de18b_NSPCL-92,,009,13358837_NSPCL-92,b4a77f283096010d_NSPCL-92,5,008001,008203,44.204819602,25.87481437,1
646,6156637,Urbi,2024-05-07 03:00:00,NSPCL-23,2024-05-07 23:05:46,Low (0%-10%),,INC-24-05-281553,Closed,,833ba3a669f9da9d_NSPCL-23,,009,13359113_NSPCL-23,70f936f99bfd1516_NSPCL-23,5,008001,008203,44.206447776,25.865843077,1
647,6137580,Urbi,2024-05-06 03:00:00,NSPCL-71,2024-05-07 23:04:40,Low (0%-10%),,INC-24-05-100042,Closed,,20d62b9c4139118f_NSPCL-71,,009,13132191_NSPCL-71,7e26b94c50fccc0e_NSPCL-71,5,008001,008704,42.868837926,25.510193376,1
648,6072179,Urbi,2024-05-06 03:00:00,NSPCL-69,2024-05-06 23:03:18,Low (0%-10%),,,Retired,Retired,004bf87cf5099eb4_NSPCL-69,2024-05-26 19:09:03,009,13059974_NSPCL-69,417e75841a84df40_NSPCL-69,5,008001,008001067,43.974268441,26.321637091,1
649,6147512,Urbi,2024-05-07 03:00:00,NSPCL-31,2024-05-07 23:05:11,Low (0%-10%),,INC-24-05-071562,Closed,,c273b85a487e5199_NSPCL-31,,009,13361600_NSPCL-31,70f936f99bfd1516_NSPCL-31,5,008001,008203,44.207564934,25.866765397,1
650,5119537,Urbi,2024-04-02 03:00:00,NSPCL-8,2024-04-03 21:00:53,Low (0%-10%),,,Retired,Retired,6593cce84e368b0b_NSPCL-8,2024-05-07 13:23:25,009,9635035_NSPCL-8,715cc36909714c19_NSPCL-8,4,008001,008706,44.155487459,25.507123847,1
651,5076009,Urbi,2024-04-02 03:00:00,NSPCL-8,2024-04-03 20:59:24,Low (0%-10%),,,Retired,Retired,73d19e92d5da3c5f_NSPCL-8,2024-05-07 13:23:25,009,9637759_NSPCL-8,08999621cdba3acf_NSPCL-8,4,008001,008706,44.17101688,25.509807915,1
652,5078731,Urbi,2024-04-02 03:00:00,NSPCL-8,2024-04-03 20:59:31,,,,Retired,Retired,952f484f4d4bd2a3_NSPCL-8,2024-05-07 13:20:51,009,9633260_NSPCL-8,aa6c92d8c1ecd99d_NSPCL-8,4,008001,008706,44.162122518,25.508441833,1
653,5104307,Urbi,2024-04-02 03:00:00,NSPCL-8,2024-04-03 21:00:23,Low (0%-10%),,,Retired,Retired,77b8e165d19f6d46_NSPCL-8,2024-05-07 13:23:25,009,9671873_NSPCL-8,76d5b2a82a0b916f_NSPCL-8,4,008001,008201,43.448673631,25.857050039,1
654,4932754,Urbi,2024-04-02 03:00:00,NSPCL-74,2024-04-03 20:54:51,,,,Retired,Retired,a6b55839edb67291_NSPCL-74,2024-05-07 13:09:14,009,9543601_NSPCL-74,15ac3326c05737fa_NSPCL-74,4,008001,008708,43.249207265,26.447035753,1
655,5122176,Urbi,2024-04-02 03:00:00,NSPCL-74,2024-04-03 21:01:14,,,,Retired,Retired,97ef3cbb00838c6c_NSPCL-74,2024-05-07 13:09:14,009,9727872_NSPCL-74,ada620824c43a8ed_NSPCL-74,4,008001,008702,44.328052281,27.381687156,1
656,5139048,Urbi,2024-04-02 03:00:00,NSPCL-74,2024-04-03 21:02:20,,,,Retired,Retired,8f1c157b17f88731_NSPCL-74,2024-05-07 13:09:14,009,9515002_NSPCL-74,679ae05b176cb94d_NSPCL-74,4,008001,008304,43.614891089,26.092000973,1
657,5356563,Urbi,2024-04-05 03:00:00,NSPCL-36,2024-04-07 18:57:20,,,,Retired,Retired,eac2360b61033e63_NSPCL-36,2024-05-07 13:09:14,009,10448298_NSPCL-36,59ab36b374dc9955_NSPCL-36,4,008001,008001562,44.064005461,26.375194361,1
658,5379886,Urbi,2024-04-05 03:00:00,NSPCL-69,2024-04-07 18:58:20,Low (0%-10%),,,Retired,Retired,ce26083d43de4542_NSPCL-69,2024-05-07 13:23:25,009,10407973_NSPCL-69,11b1c17eb69c5aac_NSPCL-69,4,008001,008303,43.54568193,26.095140257,1
659,5332098,Urbi,2024-04-05 03:00:00,NSPCL-11,2024-04-07 18:56:13,,,,Retired,Retired,b3b6f0082de5db74_NSPCL-11,2024-05-07 13:23:25,009,10368445_NSPCL-11,8aaffb394b69e337_NSPCL-11,4,008001,008001068,43.962760193,26.388338288,1
660,5524071,Urbi,2024-04-05 03:00:00,NSPCL-71,2024-04-07 19:04:47,,,,Retired,Retired,63528458b424314a_NSPCL-71,2024-04-08 13:33:09,009,10438014_NSPCL-71,f0a4a2863b55192b_NSPCL-71,4,008001,008710,43.363453451,25.831594329,1
661,5537614,Urbi,2024-04-05 03:00:00,NSPCL-53,2024-04-07 19:05:25,Low (0%-10%),,,Retired,Retired,5ae12645545b8f3c_NSPCL-53,2024-05-07 13:23:25,009,10369257_NSPCL-53,0bf507dc67033b60_NSPCL-53,4,008001,008203,44.226546115,25.862408479,1
662,5479923,Urbi,2024-04-06 03:00:00,NSPCL-69,2024-04-07 19:02:51,Low (0%-10%),,,Retired,Retired,7f7ae1ca9b65460a_NSPCL-69,2024-05-07 13:23:25,009,10545544_NSPCL-69,9ca61f744f59f3ea_NSPCL-69,4,008001,008303,43.555605825,26.093752583,1
663,4944977,Urbi,2024-04-01 03:00:00,NSPCL-47,2024-04-03 20:55:15,Low (0%-10%),,,Retired,Retired,a0660634bf20408e_NSPCL-47,2024-05-07 13:23:25,009,9342625_NSPCL-47,66fe05cc3eeeb807_NSPCL-47,4,008001,008401,43.633064005,26.490826497,1
664,5094326,Urbi,2024-04-01 03:00:00,NSPCL-10,2024-04-03 21:00:01,,,,Retired,Retired,c0818c94f8568919_NSPCL-10,2024-05-07 13:23:25,009,9433893_NSPCL-10,b4d55f6e90ec17c0_NSPCL-10,4,008001,008001068,43.964447678,26.368387663,1
665,4859804,Urbi,2024-04-02 03:00:00,NSPCL-8,2024-04-03 20:52:31,Low (0%-10%),,,Retired,Retired,be1475cf0957c86f_NSPCL-8,2024-05-07 13:23:25,009,9538266_NSPCL-8,6759b420c7257a81_NSPCL-8,4,008001,008304,43.633884559,26.069565996,1
666,5163731,Urbi,2024-04-02 03:00:00,NSPCL-8,2024-04-03 21:04:04,,,,Retired,Retired,2a2cab305a6ea393_NSPCL-8,2024-04-08 13:33:09,009,9675574_NSPCL-8,3186cc004ad12aa9_NSPCL-8,4,008001,008201,43.457006262,25.858791504,1
667,4535007,Urbi,2024-04-02 03:00:00,NSPCL-71,2024-04-03 20:42:05,Low (0%-10%),,,Retired,Retired,af6d6e5a4d47c5ca_NSPCL-71,2024-05-07 13:23:25,009,9488783_NSPCL-71,eef77dbe5210f4fe_NSPCL-71,4,008001,008001653,43.86168087,26.378610183,1
668,4352385,Urbi,2024-04-02 03:00:00,NSPCL-12,2024-04-03 20:36:26,Low (0%-10%),,,Retired,Retired,a1ca315a5aa2bc76_NSPCL-10_NSPCL-12,2024-04-08 13:33:09,009,9776348_NSPCL-12,55bdaad6f5373f80_NSPCL-12,4,008001,008101,44.009869,26.0927938,1
669,5526131,Urbi,2024-04-05 03:00:00,NSPCL-71,2024-04-07 19:04:53,Low (0%-10%),,,Retired,Retired,514ab443e7c94829_NSPCL-71,2024-05-26 19:09:03,009,10408094_NSPCL-71,84cf20e602cf1e94_NSPCL-71,4,008001,008303,43.539049473,26.094773402,1
670,5526334,Urbi,2024-04-05 03:00:00,NSPCL-92,2024-04-07 19:04:53,,,,Retired,Retired,9af0b23f1767c094_NSPCL-92,2024-04-08 13:33:09,009,10406348_NSPCL-92,2d562faf9abe914c_NSPCL-92,4,008001,008303,43.539140212,26.09039413,1
671,5561537,Urbi,2024-04-04 03:00:00,NSPCL-36,2024-04-07 19:06:32,,,,Retired,Retired,7f01bcebfa1e0db8_NSPCL-36,2024-05-07 13:09:14,009,10347656_NSPCL-36,42d9cfe115756e20_NSPCL-36,4,008001,008001293,44.04215269,26.312914311,1
672,5444667,Urbi,2024-04-04 03:00:00,NSPCL-36,2024-04-07 19:01:18,,,,Retired,Retired,2b497d462db59e9b_NSPCL-36,2024-05-07 13:09:14,009,10334439_NSPCL-36,4c4735d77e20a708_NSPCL-36,4,008001,008101,44.006343595,26.103936485,1
673,5233536,Urbi,2024-04-04 03:00:00,NSPCL-36,2024-04-07 18:51:59,,,,Retired,Retired,c1faea24b4cac829_NSPCL-36,2024-04-08 13:33:09,009,10352880_NSPCL-36,94fe7ca9ad1394ad_NSPCL-36,4,008001,008101,44.006432473,26.095774503,1
674,5575559,Urbi,2024-04-04 03:00:00,NSPCL-29,2024-04-07 19:07:10,,,INC-24-05-059196,Closed,,02ef0d2353ff69f7_NSPCL-29,2024-05-26 18:29:28,009,10322772_NSPCL-29,f819cb88dca344cd_NSPCL-29,4,008001,008001293,44.054450734,26.315672568,1
